,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
446,446,580,D,Where is known to be a wealth of information?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'internet', 'meeting', 'library', 'book'], dtype=object)}",park,internet,meeting,library,,"Question: Where is known to be a wealth of information? (A) park (B) internet (C) meeting (D) library. 
The correct response is: "," (D) library 
The correct response is: (D) library 
The correct response is: (D) library 
The correct response is: (D) library 
The correct response is: (D) library 
The correct response is: (D) library 
The"
447,447,564,D,In what country are the most fast food restaurants?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'blocks of flats', 'center of town', 'america',
       'big cities'], dtype=object)}",new york,blocks of flats,center of town,america,,"Question: In what country are the most fast food restaurants? (A) new york (B) blocks of flats (C) center of town (D) america. 
The correct response is: "," (D) america 
The correct response is also: (A) new york 
The correct response is also: (C) center of town 
The correct response is also: (B) blocks of flats 
All of these"
448,448,739,A,"If I wanted to eat something that is made from plants and needs to be washed, what would it be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roots', 'millions of cells', 'see work', 'leaves to gather light',
       'flowers on'], dtype=object)}",roots,millions of cells,see work,leaves to gather light,,"Question: If I wanted to eat something that is made from plants and needs to be washed, what would it be? (A) roots (B) millions of cells (C) see work (D) leaves to gather light. 
The correct response is: "," (B) millions of cells 
The correct response is: (B) millions of cells 
The correct response is: (B) millions of cells 
The correct response is: (B) millions"
449,449,775,A,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gay bar', 'market', 'grocery store', 'refrigerator', 'container'],
      dtype=object)}",gay bar,market,grocery store,refrigerator,,"Question: If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it? (A) gay bar (B) market (C) grocery store (D) refrigerator. 
The correct response is: "," (C) grocery store 
The correct response is: All of these 
The correct response is: None of these 
The correct response is: (A) gay bar"
450,450,588,D,What is the sun ultimately responsible for?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['earth warming', 'sun tan', 'light', 'life on earth', 'heat'],
      dtype=object)}",earth warming,sun tan,light,life on earth,,"Question: What is the sun ultimately responsible for? (A) earth warming (B) sun tan (C) light (D) life on earth. 
The correct response is: "," (D) life on earth 
The sun is responsible for warming the earth, but not ultimately responsible for life on earth 
The correct response is: (D) life on earth 
The sun is responsible for warming the earth, and ultimately responsible for life on earth "
451,451,507,A,Where would you go to get some pamphlets if you want to own them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'drawer', 'health department', 'mail box', 'library'],
      dtype=object)}",bookstore,drawer,health department,mail box,,"Question: Where would you go to get some pamphlets if you want to own them? (A) bookstore (B) drawer (C) health department (D) mail box. 
The correct response is: "," (C) health department 
The correct response is: (C) health department 
The correct response is: (C) health department 
The correct response is: (C) health department 
The correct response is: (C)"
452,452,650,D,"He was trying to procreate with many individuals, this led to a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moaning', 'die', 'kiss', 'std', 'sanity'], dtype=object)}",moaning,die,kiss,std,,"Question: He was trying to procreate with many individuals, this led to a what? (A) moaning (B) die (C) kiss (D) std. 
The correct response is: "," (D) std. 
The correct response is: All of these 
The correct response is: All of these 
The correct response is: All of these 
The correct response is: All of these 
The correct response is: All of"
453,453,308,B,Kramer wrote a self-referential book.  What might that book be about?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['counter', 'coffee table', 'school room', 'backpack',
       'bedside table'], dtype=object)}",counter,coffee table,school room,backpack,,"Question: Kramer wrote a self-referential book.  What might that book be about? (A) counter (B) coffee table (C) school room (D) backpack. 
The correct response is: "," (D) backpack 
The book might be about: A book about backpacks, because that is a self-referential topic 
The book might include: A picture of a backpack with a book inside 
The book"
454,454,846,C,"Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stand up', 'produce', 'construct', 'make', 'build'], dtype=object)}",stand up,produce,construct,make,,"Question: Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what? (A) stand up (B) produce (C) construct (D) make. 
The correct response is: "," (C) construct 
The correct response is: (C) construct 
The correct response is: (C) construct 
The correct response is: (C) construct 
The correct response is"
455,455,461,B,What is it called when two people in love have children?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take oath', 'procreate', 'matrimony', 'please parents',
       'live life'], dtype=object)}",take oath,procreate,matrimony,please parents,,"Question: What is it called when two people in love have children? (A) take oath (B) procreate (C) matrimony (D) please parents. 
The correct response is: "," (B) procreate 
The correct response question is: A couple gets married and have children 20 years apart. Which of these is likely true?  (A) they have zero children (B) they have aged (C) they have aged together"
456,456,211,C,"After standing up I had to sit right back down, why would I feel like this?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train', 'effort', 'balance', 'feet', 'muscles'], dtype=object)}",train,effort,balance,feet,,"Question: After standing up I had to sit right back down, why would I feel like this? (A) train (B) effort (C) balance (D) feet. 
The correct response is: "," (D) feet 
The correct response is: (D) feet 
The correct response is: (D) feet 
The correct response is: (D) feet 
The correct response is: (D) feet 
The correct response is"
457,457,16,D,When drinking booze what can you do to stay busy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reach tentative agreement', 'stay in bed', 'stop bicycle',
       'examine thing', 'suicide'], dtype=object)}",reach tentative agreement,stay in bed,stop bicycle,examine thing,,"Question: When drinking booze what can you do to stay busy? (A) reach tentative agreement (B) stay in bed (C) stop bicycle (D) examine thing. 
The correct response is: "," (D) examine thing 
The correct response question is: Which of these activities would be most like drinking whiskey?  (A) reading a book (B) watching a movie (C) examining a bug (D)"
458,458,969,A,"Sally was standing in queue.  The line was very, very slow.  What was she feeling?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'delays', 'being annoyed', 'moving forward',
       'progress'], dtype=object)}",frustration,delays,being annoyed,moving forward,,"Question: Sally was standing in queue.  The line was very, very slow.  What was she feeling? (A) frustration (B) delays (C) being annoyed (D) moving forward. 
The correct response is: "," (A) frustration 
The correct response is: (A) frustration 
The correct response is: (A) frustration 
The correct response is: (A) frustration 
The correct"
459,459,401,C,What must happen for an animal to and it's offspring to continue livng?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'flying', 'reproducing', 'food consumed',
       'eventually die'], dtype=object)}",death,flying,reproducing,food consumed,,"Question: What must happen for an animal to and it's offspring to continue livng? (A) death (B) flying (C) reproducing (D) food consumed. 
The correct response is: "," (D) food consumed 
The correct response is: (D) food consumed 
The correct response is: (D) food consumed 
The correct response is: (D) food consumed 
The correct response is"
460,460,245,A,The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['awake', 'repeat', 'sleeping', 'concentrate', 'read aloud'],
      dtype=object)}",awake,repeat,sleeping,concentrate,,"Question: The fact that Joe was able to memorize the list in spite of his apparent  state proved that part of his brain was what? (A) awake (B) repeat (C) sleeping (D) concentrate. 
The correct response is: "," (B) repeat 
The correct response is: (B) repeat 
The correct response is: (B) repeat 
The correct response is: (B) repeat 
The correct response"
461,461,848,C,Where would you buy a finely crafted writing instrument?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nasa', 'classroom', 'stationery store', 'purse',
       'office supply store'], dtype=object)}",nasa,classroom,stationery store,purse,,"Question: Where would you buy a finely crafted writing instrument? (A) nasa (B) classroom (C) stationery store (D) purse. 
The correct response is: "," (C) stationery store 
The correct response is: (C) stationery store 
The correct response is: (C) stationery store 
The correct response is: (C) stationery store 
The correct response is: (C)"
