,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
432,432,1060,A,What was the man encouraged to do after he expressed his anger violently?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'punch', 'illustrate point', 'fight', 'release energy'],
      dtype=object)}",cool off,punch,illustrate point,fight,,"Question: What was the man encouraged to do after he expressed his anger violently? (A) cool off (B) punch (C) illustrate point (D) fight. 
The correct response is: "," (A) cool off 
The man was encouraged to  (A) cool off 
The man was encouraged to calm down after expressing his anger violently 
The man was encouraged to  (A) cool off 
The"
433,433,74,C,What would not be true about a basketball if it had a hole in it but it did not lose its general shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['punctured', 'popular in america', 'full of air', 'gone', 'round'],
      dtype=object)}",punctured,popular in america,full of air,gone,,"Question: What would not be true about a basketball if it had a hole in it but it did not lose its general shape? (A) punctured (B) popular in america (C) full of air (D) gone. 
The correct response is: "," (C) full of air 
The basketball would be considered to be: (A) punctured 
The hole in the basketball allows for it to: (D) gone 
The"
434,434,1076,C,"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eating food', 'public place', 'race track', 'at hotel',
       'public building'], dtype=object)}",eating food,public place,race track,at hotel,,"Question: John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at? (A) eating food (B) public place (C) race track (D) at hotel. 
The correct response is: "," (C) race track  
The toilet is most likely at is: John is sitting in a toilet stall"
435,435,1165,A,What type of demands to the unions need to be making to go off strike?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reasonable', 'more money', 'not go to work', 'return to work',
       'union'], dtype=object)}",reasonable,more money,not go to work,return to work,,"Question: What type of demands to the unions need to be making to go off strike? (A) reasonable (B) more money (C) not go to work (D) return to work. 
The correct response is: "," (D) return to work 
The strike is ending when: (A) demands are met (B) unions go on strike (C) more money is given (D) unions make new demands. 
"
436,436,433,C,It's dangerous to let pet birds free so it's better to keep them what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slavery', 'caught', 'caged in', 'topfree', 'prisoner'],
      dtype=object)}",slavery,caught,caged in,topfree,,"Question: It's dangerous to let pet birds free so it's better to keep them what? (A) slavery (B) caught (C) caged in (D) topfree. 
The correct response is: "," (B) caught 
The correct response is: (B) caught 
The correct response is: (B) caught 
The correct response is: (B) caught 
The correct response is: (B) caught "
437,437,91,C,You'll find a landing at the top of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'apartment building', 'stairwell', 'airport', 'room'],
      dtype=object)}",ocean,apartment building,stairwell,airport,,"Question: You'll find a landing at the top of what? (A) ocean (B) apartment building (C) stairwell (D) airport. 
The correct response is: "," (C) stairwell 
The air we breathe is composed of 78% nitrogen, 21% oxygen, and 1% other gases like carbon dioxide, etc. This is stable and stable gases like"
438,438,348,A,What does everyone have in relation to other people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelings', 'food', 'unique personality', 'different standards',
       'values'], dtype=object)}",feelings,food,unique personality,different standards,,"Question: What does everyone have in relation to other people? (A) feelings (B) food (C) unique personality (D) different standards. 
The correct response is: "," (C) unique personality 
The correct response is: (C) unique personality 
The correct response is: (C) unique personality 
The correct response is: (C) unique personality 
The correct response is: (C) unique personality "
439,439,707,A,What very large group of western citizens has bees everywhere?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['united states', 'space station', 'trash can', 'field of flowers',
       'bouquet of flowers'], dtype=object)}",united states,space station,trash can,field of flowers,,"Question: What very large group of western citizens has bees everywhere? (A) united states (B) space station (C) trash can (D) field of flowers. 
The correct response is: ", (D) field of flowers 
440,440,197,A,What do airplanes do as they are arriving at the gate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slow down', 'crash', 'speed up', 'land', 'carry people'],
      dtype=object)}",slow down,crash,speed up,land,,"Question: What do airplanes do as they are arriving at the gate? (A) slow down (B) crash (C) speed up (D) land. 
The correct response is: "," (A) slow down  
The plane slows down as it approaches the gate to ensure a safe stop and to abide by safety protocols 
The plane slows down as it approaches the gate to ensure a safe stop and to abide by safety protocol"
441,441,991,C,The earth is one planet in what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'orbit', 'solar system', 'fotograph', 'dreams'],
      dtype=object)}",tree,orbit,solar system,fotograph,,"Question: The earth is one planet in what? (A) tree (B) orbit (C) solar system (D) fotograph. 
The correct response is: "," (B) orbit  
The Earth orbits the sun in a spiral pattern, and it takes 365.25 days to complete one orbit. This is known as a solar year. The Earth is one planet in the solar system, which contains eight planets, as well as"
442,442,512,A,Where is a public monument likely to be erected by a city?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['municipal park', 'office', 'state park', 'cemetary',
       'public gardens'], dtype=object)}",municipal park,office,state park,cemetary,,"Question: Where is a public monument likely to be erected by a city? (A) municipal park (B) office (C) state park (D) cemetary. 
The correct response is: "," (A) municipal park  
The city is unlikely to erect a public monument in: (D) cemetary 
The city is likely to erect a public monument in: (A) municipal park 
The city is unlikely to erect"
443,443,274,D,One of the potential hazards of attending school is what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooties', 'get smart', 'boredom', 'colds and flu', 'taking tests'],
      dtype=object)}",cooties,get smart,boredom,colds and flu,,"Question: One of the potential hazards of attending school is what? (A) cooties (B) get smart (C) boredom (D) colds and flu. 
The correct response is: "," (D) colds and flu  
The correct response is: (D) colds and flu 
The correct response is: (D) colds and flu 
The correct response is: (D) colds and flu"
444,444,886,A,What could people do that involves talking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['confession', 'state park', 'sing', 'carnival', 'opera'],
      dtype=object)}",confession,state park,sing,carnival,,"Question: What could people do that involves talking? (A) confession (B) state park (C) sing (D) carnival. 
The correct response is: "," (A) confession  
The correct response is: none of these 
The correct response is: (B) state park 
The correct response is: (C) sing 
The correct response is: (D) carnival 
The correct response is: none"
445,445,1110,D,Where areas are there likely to be many nightclubs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manhattan', 'drink and dance', 'alcohol', 'major city',
       'downtown area'], dtype=object)}",manhattan,drink and dance,alcohol,major city,,"Question: Where areas are there likely to be many nightclubs? (A) manhattan (B) drink and dance (C) alcohol (D) major city. 
The correct response is: "," (D) major city  
The nightclub is a product of humanity and requires a large amount of human activity to function. Therefore, areas with high human activity, such as large cities, are likely to have many nightclubs. 
The correct"
446,446,580,D,Where is known to be a wealth of information?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'internet', 'meeting', 'library', 'book'], dtype=object)}",park,internet,meeting,library,,"Question: Where is known to be a wealth of information? (A) park (B) internet (C) meeting (D) library. 
The correct response is: "," (D) library 
The library is known to be a wealth of information "
447,447,564,D,In what country are the most fast food restaurants?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'blocks of flats', 'center of town', 'america',
       'big cities'], dtype=object)}",new york,blocks of flats,center of town,america,,"Question: In what country are the most fast food restaurants? (A) new york (B) blocks of flats (C) center of town (D) america. 
The correct response is: "," (D) america 
The number of fast food establishments per capita is highest in: (A) United States 
The United States has approximately: 35000 fast food establishments 
The population of the United States is"
448,448,739,A,"If I wanted to eat something that is made from plants and needs to be washed, what would it be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roots', 'millions of cells', 'see work', 'leaves to gather light',
       'flowers on'], dtype=object)}",roots,millions of cells,see work,leaves to gather light,,"Question: If I wanted to eat something that is made from plants and needs to be washed, what would it be? (A) roots (B) millions of cells (C) see work (D) leaves to gather light. 
The correct response is: "," (B) millions of cells 
The correct response is: (B) millions of cells 
The correct response is: (B) millions of cells 
The correct response is: (B) millions"
449,449,775,A,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gay bar', 'market', 'grocery store', 'refrigerator', 'container'],
      dtype=object)}",gay bar,market,grocery store,refrigerator,,"Question: If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it? (A) gay bar (B) market (C) grocery store (D) refrigerator. 
The correct response is: "," (C) grocery store  
The correct response is: (C) grocery store 
The correct response is: (C) grocery store 
The"
